vehiculo_id,hora_salida,zona_origen,zona_destino,tiempo_viaje_min
V0086,6,Sur,Centro,88
V0063,15,Sur,Oriente,87
V0256,22,Centro,Norte,52
V0337,22,Norte,Centro,85
V0104,0,Sur,Centro,48
V0499,9,Centro,Sur,78
V0498,9,Sur,Poniente,64
V0458,6,Centro,Poniente,41
V0500,16,Centro,Oriente,84
V0019,10,Sur,Oriente,22
V0385,20,Poniente,Oriente,26
V0346,5,Sur,Oriente,15
V0430,12,Sur,Poniente,85
V0466,23,Sur,Centro,67
V0460,5,Poniente,Norte,31
V0034,21,Oriente,Centro,66
V0437,12,Centro,Oriente,76
V0348,18,Norte,Centro,12
V0476,18,Sur,Poniente,10
V0412,5,Sur,Poniente,18
V0282,20,Norte,Sur,57
V0341,14,Oriente,Poniente,89
V0474,9,Norte,Oriente,90
V0247,3,Poniente,Oriente,54
V0258,15,Oriente,Sur,51
V0126,13,Poniente,Norte,32
V0218,23,Sur,Centro,72
V0400,3,Sur,Norte,64
V0026,4,Norte,Centro,31
V0450,12,Centro,Sur,90
V0482,19,Poniente,Norte,66
V0103,15,Sur,Centro,19
V0170,6,Poniente,Norte,20
V0347,8,Norte,Poniente,9
V0117,22,Poniente,Centro,30
V0358,18,Oriente,Centro,72
V0357,4,Oriente,Centro,11
V0494,1,Sur,Poniente,57
V0341,21,Oriente,Norte,89
V0205,7,Oriente,Poniente,9
V0303,15,Poniente,Sur,49
V0440,17,Centro,Oriente,59
V0325,7,Sur,Poniente,66
V0063,10,Oriente,Norte,24
V0136,19,Sur,Poniente,59
V0445,10,Oriente,Sur,28
V0474,1,Centro,Sur,84
V0293,14,Norte,Sur,53
V0269,16,Oriente,Poniente,23
V0078,23,Sur,Oriente,73
V0051,20,Oriente,Sur,67
V0365,10,Centro,Oriente,71
V0315,19,Poniente,Sur,52
V0029,10,Centro,Sur,36
V0170,16,Norte,Poniente,39
V0263,4,Sur,Norte,37
V0488,12,Poniente,Norte,22
V0490,10,Oriente,Sur,14
V0022,22,Norte,Oriente,40
V0185,9,Sur,Oriente,28
V0398,8,Sur,Centro,12
V0060,12,Sur,Centro,36
V0181,0,Norte,Sur,75
V0369,4,Sur,Norte,69
V0345,16,Poniente,Sur,68
V0142,7,Norte,Poniente,5
V0204,23,Oriente,Centro,55
V0337,0,Centro,Poniente,17
V0372,8,Sur,Norte,50
V0226,13,Oriente,Norte,59
V0020,23,Oriente,Norte,48
V0250,13,Oriente,Poniente,43
V0162,4,Oriente,Poniente,10
V0033,14,Norte,Centro,10
V0472,1,Oriente,Centro,88
V0341,18,Oriente,Centro,66
V0070,22,Sur,Poniente,65
V0013,21,Norte,Sur,47
V0360,13,Sur,Norte,63
V0047,21,Oriente,Centro,60
V0099,22,Sur,Poniente,72
V0388,14,Centro,Sur,87
V0075,7,Poniente,Centro,13
V0035,17,Sur,Norte,35
V0357,6,Sur,Oriente,64
V0408,19,Centro,Sur,58
V0111,15,Sur,Oriente,19
V0453,16,Norte,Sur,9
V0232,18,Centro,Poniente,71
V0143,22,Centro,Sur,6
V0164,18,Oriente,Centro,46
V0378,6,Centro,Sur,22
V0431,21,Norte,Centro,26
V0279,22,Sur,Centro,86
V0346,7,Oriente,Centro,58
V0132,18,Sur,Centro,74
V0032,7,Centro,Sur,75
V0245,13,Centro,Oriente,69
V0280,11,Centro,Poniente,58
V0468,12,Sur,Oriente,10
V0317,19,Centro,Oriente,36
V0050,20,Centro,Oriente,28
V0185,16,Norte,Oriente,33
V0086,18,Poniente,Oriente,84
V0450,14,Norte,Poniente,30
V0302,6,Centro,Oriente,7
V0177,5,Poniente,Centro,13
V0224,0,Norte,Poniente,7
V0301,15,Centro,Oriente,86
V0067,12,Centro,Oriente,42
V0197,5,Centro,Poniente,75
V0445,0,Sur,Oriente,42
V0360,8,Norte,Sur,55
V0062,18,Centro,Poniente,84
V0415,22,Sur,Oriente,39
V0090,8,Oriente,Sur,86
V0397,5,Poniente,Centro,33
V0243,20,Centro,Sur,49
V0106,18,Norte,Sur,22
V0180,20,Norte,Sur,88
V0025,5,Sur,Poniente,28
V0131,12,Poniente,Oriente,83
V0393,1,Sur,Oriente,67
V0103,2,Sur,Centro,65
V0478,11,Sur,Poniente,53
V0428,0,Poniente,Oriente,22
V0026,23,Poniente,Sur,65
V0161,14,Poniente,Norte,72
V0248,3,Sur,Centro,23
V0091,1,Norte,Oriente,88
V0243,17,Oriente,Centro,81
V0340,17,Oriente,Norte,58
V0032,23,Poniente,Norte,57
V0040,22,Oriente,Sur,87
V0218,16,Oriente,Centro,84
V0196,4,Oriente,Sur,9
V0328,12,Sur,Norte,79
V0227,9,Norte,Centro,48
V0015,5,Sur,Norte,15
V0266,18,Centro,Oriente,17
V0113,18,Norte,Poniente,5
V0008,20,Norte,Centro,9
V0083,4,Sur,Centro,49
V0472,11,Centro,Poniente,60
V0362,14,Norte,Centro,58
V0052,23,Centro,Poniente,11
V0253,17,Centro,Oriente,80
V0147,7,Norte,Sur,28
V0209,7,Sur,Poniente,70
V0192,2,Centro,Norte,48
V0137,17,Centro,Poniente,76
V0425,7,Norte,Centro,34
V0486,9,Norte,Centro,84
V0271,12,Oriente,Centro,33
V0267,8,Norte,Poniente,64
V0211,1,Oriente,Norte,36
V0074,22,Sur,Oriente,75
V0129,13,Poniente,Oriente,41
V0295,3,Norte,Poniente,76
V0083,21,Poniente,Norte,47
V0028,21,Norte,Sur,68
V0085,2,Centro,Sur,13
V0332,22,Centro,Norte,58
V0173,11,Poniente,Norte,44
V0241,5,Centro,Poniente,54
V0500,8,Poniente,Oriente,43
V0422,4,Oriente,Centro,48
V0272,9,Norte,Centro,90
V0185,20,Sur,Oriente,74
V0383,18,Poniente,Centro,34
V0470,18,Sur,Poniente,42
V0175,18,Sur,Centro,6
V0067,5,Poniente,Centro,31
V0125,15,Sur,Poniente,27
V0011,15,Sur,Oriente,7
V0318,5,Sur,Poniente,45
V0395,18,Sur,Centro,20
V0254,18,Centro,Poniente,36
V0066,10,Oriente,Sur,74
V0044,0,Centro,Poniente,44
V0179,2,Norte,Centro,49
V0361,8,Norte,Centro,38
V0033,1,Sur,Poniente,6
V0362,1,Centro,Poniente,48
V0170,7,Norte,Centro,56
V0287,8,Poniente,Sur,12
V0247,11,Sur,Norte,44
V0201,2,Norte,Poniente,76
V0055,0,Norte,Poniente,39
V0347,8,Sur,Poniente,77
V0132,17,Sur,Oriente,79
V0093,12,Poniente,Oriente,69
V0106,15,Sur,Norte,81
V0308,14,Poniente,Oriente,22
V0456,0,Centro,Poniente,67
V0384,10,Poniente,Centro,39
V0327,23,Poniente,Centro,51
V0199,8,Sur,Oriente,49
V0028,1,Oriente,Norte,74
V0214,5,Sur,Poniente,75
V0085,6,Sur,Oriente,69
V0322,11,Centro,Poniente,15
V0450,9,Oriente,Poniente,36
V0172,5,Poniente,Norte,67
V0107,15,Oriente,Norte,77
V0086,10,Oriente,Norte,85
V0436,12,Oriente,Norte,51
V0238,15,Oriente,Poniente,44
V0277,23,Sur,Norte,46
V0089,8,Centro,Poniente,14
V0278,7,Oriente,Poniente,17
V0095,0,Oriente,Sur,57
V0021,3,Poniente,Centro,65
V0105,3,Centro,Norte,30
V0126,21,Oriente,Sur,61
V0008,2,Centro,Poniente,57
V0455,3,Oriente,Poniente,53
V0386,9,Poniente,Centro,83
V0063,5,Norte,Sur,49
V0298,19,Norte,Poniente,30
V0080,16,Sur,Poniente,22
V0269,7,Sur,Poniente,68
V0137,13,Poniente,Norte,23
V0358,2,Norte,Poniente,64
V0469,5,Oriente,Centro,13
V0004,3,Sur,Centro,21
V0264,10,Poniente,Norte,5
V0180,12,Centro,Norte,45
V0074,19,Norte,Centro,21
V0329,0,Norte,Poniente,31
V0452,5,Norte,Oriente,85
V0425,6,Oriente,Poniente,69
V0130,4,Oriente,Poniente,85
V0470,1,Oriente,Sur,28
V0128,6,Norte,Poniente,62
V0106,2,Centro,Norte,17
V0308,12,Sur,Oriente,40
V0333,15,Centro,Sur,85
V0315,13,Norte,Poniente,47
V0492,2,Centro,Oriente,15
V0225,15,Centro,Norte,48
V0326,2,Poniente,Sur,8
V0095,21,Poniente,Centro,11
V0125,18,Norte,Centro,33
V0050,0,Centro,Oriente,43
V0312,12,Centro,Norte,44
V0238,22,Oriente,Poniente,90
V0341,22,Sur,Centro,11
V0193,10,Oriente,Poniente,86
V0458,16,Oriente,Poniente,16
V0492,18,Centro,Poniente,65
V0361,11,Norte,Sur,90
V0013,3,Poniente,Norte,63
V0288,2,Sur,Norte,38
V0293,2,Oriente,Centro,76
V0078,2,Centro,Norte,32
V0254,7,Centro,Sur,61
V0242,15,Oriente,Centro,55
V0279,0,Norte,Centro,11
V0381,18,Sur,Oriente,52
V0013,6,Oriente,Norte,61
V0318,8,Centro,Norte,58
V0024,1,Sur,Norte,41
V0187,17,Norte,Oriente,20
V0361,3,Sur,Norte,47
V0460,2,Centro,Oriente,41
V0033,9,Oriente,Sur,30
V0453,7,Norte,Oriente,18
V0120,13,Poniente,Centro,47
V0181,21,Norte,Poniente,67
V0392,1,Norte,Oriente,78
V0206,16,Poniente,Norte,71
V0148,18,Sur,Centro,64
V0092,0,Oriente,Poniente,29
V0006,15,Centro,Norte,33
V0061,14,Norte,Centro,40
V0176,3,Norte,Sur,50
V0382,19,Oriente,Sur,76
V0075,17,Centro,Oriente,33
V0365,4,Norte,Sur,84
V0422,14,Norte,Sur,30
V0061,16,Norte,Centro,54
V0442,3,Poniente,Oriente,88
V0338,12,Sur,Centro,75
V0479,19,Sur,Centro,18
V0375,15,Poniente,Sur,12
V0356,8,Poniente,Norte,37
V0435,23,Norte,Oriente,79
V0389,0,Oriente,Norte,20
V0103,23,Poniente,Sur,13
V0006,6,Poniente,Norte,15
V0409,15,Oriente,Norte,5
V0144,5,Sur,Norte,48
V0399,22,Poniente,Centro,50
V0345,6,Norte,Oriente,79
V0489,10,Sur,Oriente,64
V0221,10,Norte,Poniente,14
V0398,6,Poniente,Centro,49
V0233,8,Sur,Poniente,49
V0327,15,Norte,Poniente,82
V0355,14,Centro,Oriente,22
V0337,19,Centro,Norte,72
V0483,18,Norte,Poniente,70
V0226,8,Norte,Sur,9
V0248,6,Norte,Poniente,48
V0450,5,Centro,Norte,71
V0207,15,Norte,Oriente,59
V0096,22,Norte,Oriente,67
V0453,20,Centro,Oriente,39
V0325,15,Sur,Centro,31
V0489,8,Poniente,Sur,11
V0047,15,Oriente,Norte,75
V0400,21,Sur,Poniente,58
V0106,8,Oriente,Norte,35
V0366,3,Centro,Poniente,58
V0020,8,Oriente,Norte,49
V0452,7,Centro,Norte,44
V0111,14,Oriente,Sur,72
V0229,16,Oriente,Poniente,84
V0005,10,Norte,Sur,34
V0071,3,Poniente,Centro,69
V0486,21,Oriente,Sur,13
V0382,2,Sur,Centro,47
V0483,14,Oriente,Centro,58
V0400,13,Norte,Oriente,58
V0198,18,Oriente,Poniente,16
V0293,5,Poniente,Norte,40
V0404,4,Centro,Oriente,51
V0073,0,Poniente,Sur,54
V0273,3,Poniente,Norte,5
V0299,5,Centro,Sur,57
V0271,1,Norte,Centro,35
V0469,5,Sur,Norte,17
V0147,5,Oriente,Norte,71
V0346,14,Oriente,Norte,7
V0266,23,Norte,Oriente,58
V0413,20,Sur,Oriente,11
V0059,19,Sur,Poniente,33
V0073,6,Sur,Norte,87
V0500,14,Sur,Norte,33
V0040,16,Oriente,Norte,61
V0028,7,Poniente,Sur,89
V0056,20,Norte,Poniente,24
V0080,15,Norte,Centro,79
V0312,4,Poniente,Oriente,83
V0062,2,Oriente,Norte,62
V0492,19,Poniente,Sur,25
V0473,6,Oriente,Sur,34
V0488,11,Sur,Poniente,90
V0175,5,Oriente,Poniente,15
V0195,22,Oriente,Norte,53
V0184,13,Sur,Poniente,85
V0215,17,Oriente,Sur,46
V0064,15,Oriente,Norte,11
V0230,3,Centro,Sur,26
V0097,20,Norte,Oriente,34
V0357,16,Centro,Sur,71
V0285,15,Poniente,Sur,36
V0468,7,Poniente,Sur,29
V0147,5,Norte,Centro,54
V0166,9,Centro,Oriente,48
V0031,14,Poniente,Sur,67
V0053,19,Sur,Poniente,42
V0111,22,Poniente,Centro,72
V0179,3,Centro,Norte,20
V0232,15,Oriente,Centro,61
V0135,5,Norte,Oriente,18
V0472,11,Poniente,Centro,24
V0013,9,Sur,Poniente,70
V0021,14,Norte,Poniente,42
V0212,16,Centro,Poniente,83
V0074,3,Oriente,Norte,33
V0238,20,Oriente,Sur,87
V0031,21,Oriente,Sur,84
V0089,22,Poniente,Centro,54
V0170,1,Sur,Poniente,85
V0104,1,Sur,Poniente,47
V0381,3,Centro,Poniente,10
V0396,10,Oriente,Norte,8
V0175,15,Norte,Sur,49
V0347,15,Poniente,Norte,16
V0370,12,Poniente,Norte,57
V0323,1,Centro,Poniente,72
V0089,13,Poniente,Norte,21
V0446,15,Oriente,Norte,60
V0062,19,Oriente,Sur,54
V0271,6,Poniente,Centro,37
V0218,9,Poniente,Centro,71
V0477,4,Norte,Poniente,36
V0316,5,Sur,Oriente,51
V0364,9,Norte,Centro,80
V0041,11,Sur,Poniente,46
V0395,18,Centro,Oriente,33
V0305,2,Norte,Poniente,27
V0150,21,Centro,Sur,38
V0445,4,Sur,Centro,86
V0292,8,Norte,Oriente,25
V0374,10,Poniente,Oriente,8
V0001,4,Norte,Oriente,65
V0465,10,Sur,Oriente,27
V0174,12,Centro,Sur,37
V0295,11,Poniente,Sur,77
V0010,18,Sur,Centro,76
V0420,0,Norte,Centro,27
V0155,22,Poniente,Sur,51
V0061,9,Poniente,Centro,36
V0467,7,Poniente,Sur,47
V0079,8,Poniente,Centro,70
V0410,4,Norte,Oriente,37
V0269,22,Centro,Norte,70
V0240,23,Centro,Oriente,32
V0337,1,Oriente,Centro,65
V0073,3,Centro,Norte,38
V0230,11,Norte,Poniente,72
V0194,11,Sur,Poniente,15
V0285,12,Centro,Norte,8
V0428,12,Poniente,Norte,90
V0174,16,Norte,Centro,63
V0322,3,Sur,Centro,49
V0395,14,Poniente,Norte,22
V0352,6,Centro,Norte,12
V0326,0,Oriente,Norte,85
V0044,9,Norte,Centro,72
V0201,3,Sur,Oriente,65
V0390,14,Centro,Norte,73
V0453,0,Oriente,Norte,53
V0223,2,Oriente,Sur,47
V0400,12,Oriente,Sur,19
V0018,5,Sur,Norte,77
V0136,0,Norte,Sur,75
V0394,19,Poniente,Norte,88
V0309,12,Centro,Norte,19
V0466,14,Norte,Poniente,19
V0337,23,Norte,Centro,81
V0096,17,Poniente,Centro,6
V0351,0,Centro,Oriente,41
V0239,3,Norte,Sur,11
V0005,5,Poniente,Oriente,48
V0192,17,Norte,Centro,26
V0246,2,Poniente,Norte,68
V0235,21,Centro,Norte,78
V0170,10,Oriente,Centro,62
V0266,5,Centro,Poniente,6
V0440,7,Poniente,Norte,54
V0221,22,Sur,Poniente,43
V0036,21,Oriente,Poniente,61
V0177,9,Oriente,Sur,66
V0379,5,Poniente,Sur,17
V0067,7,Sur,Centro,48
V0386,13,Poniente,Oriente,20
V0115,3,Sur,Poniente,7
V0097,13,Norte,Centro,11
V0438,8,Oriente,Sur,82
V0204,0,Oriente,Norte,84
V0051,19,Sur,Norte,52
V0079,9,Oriente,Sur,11
V0329,6,Oriente,Sur,68
V0376,21,Centro,Sur,36
V0313,12,Norte,Centro,22
V0121,10,Oriente,Poniente,14
V0358,1,Poniente,Centro,89
V0276,21,Centro,Poniente,67
V0075,8,Sur,Poniente,5
V0284,14,Sur,Poniente,18
V0492,19,Sur,Poniente,46
V0241,2,Centro,Norte,71
V0412,8,Poniente,Oriente,5
V0461,19,Norte,Poniente,34
V0266,23,Sur,Oriente,83
V0008,23,Norte,Oriente,76
V0236,7,Centro,Poniente,73
V0082,0,Sur,Centro,82
V0440,6,Poniente,Sur,22
V0055,20,Centro,Poniente,10
V0496,12,Oriente,Sur,62
V0310,18,Sur,Norte,41
V0026,14,Poniente,Oriente,90
V0025,2,Centro,Norte,11
V0135,3,Sur,Centro,51
V0077,17,Poniente,Sur,42
V0303,16,Centro,Sur,29
V0130,10,Poniente,Centro,52
V0372,14,Centro,Norte,13
V0100,11,Norte,Centro,14
V0104,20,Centro,Oriente,82
V0402,20,Centro,Norte,60
V0215,12,Sur,Norte,44
V0311,12,Centro,Norte,78
V0258,17,Oriente,Sur,53
V0350,1,Norte,Oriente,86
V0497,16,Oriente,Sur,36
V0381,20,Oriente,Sur,84
V0069,8,Poniente,Centro,22
V0460,0,Poniente,Centro,40
V0034,20,Poniente,Centro,38
V0078,13,Poniente,Norte,31
V0351,15,Centro,Poniente,48
V0283,14,Centro,Oriente,23
V0367,4,Centro,Poniente,17
V0076,15,Norte,Poniente,55
V0353,9,Oriente,Centro,76
V0264,4,Norte,Oriente,22
V0030,20,Poniente,Centro,27
V0356,17,Poniente,Norte,90
V0322,21,Centro,Oriente,33
V0026,20,Norte,Poniente,11
V0311,8,Centro,Oriente,29
V0118,11,Poniente,Centro,87
V0451,15,Poniente,Sur,33
V0122,16,Oriente,Norte,85
V0423,2,Centro,Sur,45
V0011,5,Oriente,Sur,84
V0149,11,Oriente,Norte,38
V0101,9,Poniente,Centro,51
V0290,12,Norte,Centro,19
V0332,5,Sur,Poniente,31
V0004,3,Centro,Norte,79
V0241,8,Sur,Norte,37
V0120,21,Oriente,Sur,19
V0147,4,Poniente,Sur,85
V0471,13,Poniente,Centro,19
V0134,10,Centro,Poniente,43
V0004,23,Oriente,Poniente,16
V0005,16,Oriente,Sur,89
V0181,15,Norte,Poniente,77
V0178,21,Norte,Oriente,57
V0075,21,Centro,Poniente,80
V0343,19,Sur,Centro,16
V0405,5,Centro,Oriente,53
V0044,19,Oriente,Centro,88
V0404,6,Sur,Poniente,54
V0074,13,Sur,Oriente,20
V0031,15,Norte,Centro,74
V0229,2,Oriente,Poniente,7
V0154,17,Poniente,Oriente,18
V0489,21,Poniente,Sur,24
V0281,21,Centro,Sur,77
V0467,6,Centro,Poniente,46
V0169,17,Centro,Sur,24
V0386,5,Sur,Norte,50
V0347,13,Oriente,Norte,28
V0392,21,Oriente,Centro,37
V0170,12,Sur,Poniente,25
V0222,12,Centro,Poniente,7
V0066,17,Centro,Poniente,43
V0341,2,Norte,Poniente,81
V0434,4,Sur,Poniente,58
V0020,1,Centro,Norte,76
V0452,19,Centro,Sur,19
V0068,23,Oriente,Centro,87
V0261,6,Centro,Oriente,22
V0087,12,Oriente,Centro,58
V0134,20,Poniente,Sur,15
V0463,6,Oriente,Sur,11
V0045,3,Poniente,Sur,48
V0293,23,Sur,Poniente,26
V0023,19,Poniente,Norte,15
V0016,18,Oriente,Centro,28
V0194,3,Sur,Oriente,17
V0472,4,Poniente,Sur,29
V0050,12,Sur,Norte,41
V0436,7,Oriente,Poniente,54
V0116,22,Centro,Sur,70
V0400,15,Sur,Oriente,76
V0455,15,Oriente,Centro,50
V0331,15,Sur,Norte,77
V0384,7,Norte,Poniente,6
V0092,9,Oriente,Norte,85
V0469,0,Sur,Norte,79
V0437,4,Poniente,Oriente,75
V0464,14,Oriente,Centro,48
V0439,20,Sur,Centro,77
V0111,20,Norte,Oriente,66
V0467,10,Sur,Poniente,35
V0426,21,Centro,Norte,66
V0298,21,Centro,Poniente,44
V0457,4,Centro,Poniente,33
V0044,20,Centro,Poniente,39
V0089,13,Oriente,Centro,77
V0101,20,Norte,Poniente,53
V0126,16,Norte,Oriente,70
V0038,14,Poniente,Oriente,20
V0367,20,Sur,Poniente,19
V0375,22,Norte,Oriente,56
V0058,1,Poniente,Oriente,11
V0441,7,Sur,Norte,36
V0246,17,Poniente,Centro,25
V0027,18,Sur,Norte,47
V0119,15,Poniente,Centro,19
V0142,20,Norte,Centro,70
V0030,2,Norte,Sur,26
V0438,1,Centro,Norte,79
V0239,10,Norte,Poniente,26
V0010,21,Poniente,Norte,89
V0283,14,Sur,Poniente,20
V0306,7,Poniente,Centro,20
V0086,17,Centro,Norte,73
V0063,10,Norte,Centro,18
V0005,4,Sur,Centro,31
V0065,2,Norte,Sur,44
V0192,14,Centro,Poniente,70
V0271,9,Sur,Centro,29
V0047,20,Centro,Oriente,37
V0049,2,Oriente,Centro,63
V0387,20,Oriente,Centro,86
V0141,10,Oriente,Centro,69
V0356,4,Centro,Norte,60
V0055,19,Norte,Poniente,67
V0384,5,Centro,Poniente,76
V0165,21,Norte,Sur,40
V0327,22,Sur,Norte,88
V0245,2,Poniente,Oriente,11
V0115,16,Poniente,Oriente,57
V0388,2,Centro,Poniente,65
V0036,8,Oriente,Poniente,26
V0430,17,Poniente,Norte,40
V0373,20,Oriente,Centro,58
V0406,12,Sur,Poniente,85
V0115,8,Oriente,Poniente,52
V0172,13,Sur,Norte,42
V0422,0,Norte,Sur,78
V0492,14,Norte,Centro,45
V0441,6,Norte,Centro,89
V0069,17,Centro,Oriente,49
V0102,20,Sur,Centro,86
V0468,4,Centro,Poniente,79
V0113,10,Centro,Sur,24
V0089,15,Centro,Poniente,28
V0078,19,Poniente,Oriente,9
V0192,9,Centro,Norte,63
V0018,14,Centro,Sur,69
V0098,13,Norte,Oriente,69
V0051,13,Poniente,Sur,27
V0168,1,Centro,Norte,5
V0348,8,Centro,Poniente,28
V0447,14,Centro,Poniente,39
V0266,13,Oriente,Sur,62
V0145,5,Centro,Sur,30
V0386,8,Centro,Sur,10
V0357,6,Centro,Poniente,31
V0189,23,Poniente,Sur,38
V0047,5,Norte,Oriente,90
V0253,19,Sur,Oriente,59
V0468,23,Sur,Centro,64
V0150,6,Centro,Sur,62
V0316,1,Centro,Sur,17
V0007,9,Norte,Poniente,26
V0294,16,Centro,Oriente,40
V0289,5,Centro,Oriente,23
V0325,23,Centro,Norte,61
V0219,8,Norte,Sur,86
V0397,22,Centro,Oriente,52
V0444,8,Centro,Norte,60
V0357,7,Poniente,Oriente,38
V0056,21,Sur,Poniente,21
V0416,0,Norte,Sur,62
V0438,12,Poniente,Oriente,58
V0352,13,Poniente,Norte,62
V0200,9,Oriente,Centro,43
V0476,2,Poniente,Centro,9
V0252,15,Oriente,Norte,76
V0267,15,Sur,Oriente,36
V0419,15,Sur,Oriente,7
V0413,8,Centro,Poniente,9
V0243,10,Sur,Oriente,87
V0088,4,Centro,Oriente,27
V0455,12,Oriente,Centro,65
V0213,11,Sur,Centro,11
V0157,0,Centro,Sur,34
V0496,19,Centro,Sur,34
V0381,22,Oriente,Poniente,70
V0221,19,Poniente,Centro,44
V0026,9,Poniente,Oriente,82
V0440,12,Oriente,Poniente,85
V0028,2,Centro,Poniente,81
V0251,23,Poniente,Norte,12
V0279,22,Sur,Norte,29
V0031,17,Norte,Centro,28
V0324,20,Centro,Sur,15
V0109,22,Norte,Oriente,35
V0466,15,Norte,Sur,81
V0341,15,Sur,Norte,46
V0377,6,Sur,Norte,50
V0414,18,Poniente,Norte,81
V0178,18,Poniente,Sur,64
V0235,20,Sur,Oriente,15
V0460,2,Norte,Poniente,43
V0206,6,Norte,Centro,20
V0098,20,Oriente,Sur,71
V0398,12,Norte,Centro,41
V0404,8,Poniente,Oriente,16
V0464,19,Norte,Sur,82
V0483,2,Poniente,Norte,50
V0305,17,Centro,Oriente,17
V0027,18,Sur,Centro,16
V0125,15,Poniente,Oriente,28
V0331,0,Oriente,Norte,30
V0197,21,Poniente,Centro,27
V0299,13,Sur,Centro,87
V0247,16,Poniente,Norte,26
V0137,5,Oriente,Sur,36
V0198,2,Centro,Poniente,28
V0134,17,Poniente,Norte,16
V0425,23,Centro,Oriente,58
V0364,17,Sur,Poniente,57
V0142,9,Oriente,Poniente,10
V0309,17,Centro,Sur,59
V0299,14,Sur,Poniente,58
V0084,17,Norte,Oriente,39
V0006,7,Oriente,Centro,8
V0117,20,Sur,Oriente,20
V0322,13,Sur,Poniente,19
V0090,2,Sur,Centro,40
V0192,6,Oriente,Centro,11
V0017,5,Sur,Centro,88
V0332,19,Norte,Centro,64
V0368,20,Norte,Oriente,71
V0161,14,Poniente,Oriente,46
V0080,22,Poniente,Oriente,67
V0374,23,Poniente,Sur,41
V0384,12,Poniente,Norte,14
V0250,18,Norte,Poniente,44
V0215,10,Poniente,Norte,70
V0130,22,Norte,Sur,88
V0274,0,Sur,Oriente,48
V0368,15,Poniente,Oriente,74
V0467,22,Norte,Poniente,26
V0298,23,Centro,Oriente,25
V0013,16,Oriente,Sur,57
V0275,5,Centro,Poniente,6
V0186,11,Norte,Centro,77
V0139,22,Norte,Oriente,44
V0266,1,Oriente,Centro,26
V0276,0,Oriente,Poniente,43
V0002,17,Oriente,Sur,52
V0313,20,Norte,Oriente,50
V0008,9,Norte,Oriente,27
V0398,4,Sur,Poniente,55
V0153,18,Oriente,Norte,14
V0131,6,Sur,Centro,60
V0366,12,Centro,Oriente,38
V0457,6,Norte,Poniente,60
V0486,6,Norte,Poniente,57
V0486,14,Centro,Oriente,61
V0020,17,Oriente,Centro,73
V0325,1,Oriente,Centro,74
V0332,22,Sur,Oriente,23
V0146,14,Oriente,Norte,73
V0381,8,Sur,Centro,23
V0136,1,Sur,Centro,89
V0416,14,Sur,Oriente,60
V0326,17,Sur,Norte,20
V0116,4,Oriente,Centro,25
V0249,7,Norte,Centro,25
V0178,5,Norte,Poniente,9
V0155,11,Oriente,Poniente,83
V0005,6,Sur,Poniente,45
V0066,9,Sur,Oriente,24
V0006,17,Poniente,Norte,89
V0107,16,Norte,Oriente,57
V0117,22,Poniente,Norte,38
V0006,21,Norte,Centro,68
V0256,16,Norte,Sur,86
V0402,1,Norte,Sur,33
V0370,22,Sur,Oriente,7
V0080,20,Norte,Oriente,25
V0344,12,Centro,Poniente,68
V0162,4,Poniente,Centro,59
V0091,13,Oriente,Centro,60
V0378,7,Sur,Oriente,73
V0251,15,Sur,Centro,67
V0306,23,Poniente,Oriente,41
V0490,14,Sur,Norte,31
V0346,3,Oriente,Norte,11
V0088,21,Poniente,Centro,89
V0018,11,Centro,Sur,88
V0381,17,Oriente,Poniente,45
V0012,23,Norte,Sur,6
V0371,7,Poniente,Sur,62
V0172,1,Sur,Centro,88
V0295,5,Centro,Norte,41
V0294,22,Norte,Centro,46
V0388,8,Norte,Sur,25
V0379,11,Centro,Norte,76
V0343,17,Oriente,Norte,87
V0133,14,Sur,Poniente,86
V0270,15,Norte,Poniente,88
V0021,20,Sur,Norte,54
V0079,1,Oriente,Poniente,5
V0477,3,Poniente,Oriente,60
V0334,19,Oriente,Norte,57
V0404,17,Norte,Poniente,60
V0202,5,Sur,Centro,46
V0493,17,Oriente,Centro,78
V0218,17,Sur,Oriente,13
V0264,8,Oriente,Sur,53
V0200,20,Norte,Sur,47
V0140,19,Sur,Oriente,88
V0400,3,Poniente,Norte,60
V0212,7,Oriente,Poniente,12
V0025,3,Poniente,Centro,34
V0393,5,Oriente,Poniente,39
V0367,9,Norte,Oriente,80
V0062,9,Poniente,Sur,13
V0190,19,Oriente,Norte,30
V0235,15,Sur,Norte,90
V0338,18,Oriente,Sur,41
V0417,11,Oriente,Norte,60
V0003,20,Poniente,Oriente,66
V0253,13,Poniente,Sur,37
V0416,22,Centro,Norte,56
V0181,2,Sur,Poniente,55
V0180,5,Oriente,Centro,53
V0468,10,Oriente,Sur,11
V0386,19,Poniente,Oriente,24
V0389,9,Sur,Oriente,36
V0376,5,Oriente,Norte,41
V0086,16,Centro,Oriente,16
V0279,7,Sur,Norte,5
V0202,1,Centro,Sur,14
V0438,23,Oriente,Sur,69
V0165,22,Norte,Poniente,14
V0083,0,Oriente,Poniente,34
V0215,21,Centro,Oriente,71
V0071,0,Oriente,Centro,85
V0160,0,Sur,Centro,21
V0484,5,Poniente,Sur,23
V0153,8,Oriente,Sur,66
V0073,1,Oriente,Poniente,77
V0024,0,Oriente,Centro,57
V0320,17,Centro,Norte,43
